Company_Name,Country,city.name_x,country.name_x,airport.name_x,IATA_x,lat_x,long_x,city.name_y,country.name_y,airport.name_y,IATA_y,lat_y,long_y,source airport id_x,destination airport id_y
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Kansas City,United States,Kansas City International Airport,MCI,39.2976,-94.713898,3697,3458
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Memphis,United States,Memphis International Airport,MEM,35.04240036010742,-89.97669982910156,3697,3473
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Myrtle Beach,United States,Myrtle Beach International Airport,MYR,33.6796989441,-78.9282989502,3697,3515
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Omaha,United States,Eppley Airfield,OMA,41.303199768066406,-95.89409637451172,3697,3454
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Chicago,United States,Chicago O'Hare International Airport,ORD,41.97859955,-87.90480042,3697,3830
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Norfolk,United States,Norfolk International Airport,ORF,36.89459991455078,-76.20120239257812,3697,3611
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Pittsburgh,United States,Pittsburgh International Airport,PIT,40.49150085,-80.23290253,3697,3570
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Rochester,United States,Greater Rochester International Airport,ROC,43.118900299072266,-77.67240142822266,3697,3622
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Fort Myers,United States,Southwest Florida International Airport,RSW,26.53619956970215,-81.75520324707031,3697,3793
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Knoxville,United States,McGhee Tyson Airport,TYS,35.81100082,-83.9940033,3697,3676
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Halifax,Canada,Halifax / Stanfield International Airport,YHZ,44.8807983398,-63.5085983276,3697,73
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Montreal,Canada,Montreal / Pierre Elliott Trudeau International Airport,YUL,45.4706001282,-73.7407989502,3697,146
Delta Air Lines,United States,New York,United States,La Guardia Airport,LGA,40.77719879,-73.87259674,Toronto,Canada,Lester B. Pearson International Airport,YYZ,43.6772003174,-79.63059997559999,3697,193
Delta Air Lines,United States,Long Beach,United States,Long Beach /Daugherty Field/ Airport,LGB,33.81769943,-118.1520004,Salt Lake City,United States,Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,3582,3536
Delta Air Lines,United States,London,United Kingdom,London Gatwick Airport,LGW,51.14810180664063,-0.1902779936790466,Las Vegas,United States,McCarran International Airport,LAS,36.08010101,-115.1520004,502,3877
Delta Air Lines,United States,London,United Kingdom,London Gatwick Airport,LGW,51.14810180664063,-0.1902779936790466,Orlando,United States,Orlando International Airport,MCO,28.429399490356445,-81.30899810791016,502,3878
Delta Air Lines,United States,London,United Kingdom,London Heathrow Airport,LHR,51.4706,-0.461941,Newark,United States,Newark Liberty International Airport,EWR,40.692501068115234,-74.168701171875,507,3494
Delta Air Lines,United States,London,United Kingdom,London Heathrow Airport,LHR,51.4706,-0.461941,Washington,United States,Washington Dulles International Airport,IAD,38.94449997,-77.45580292,507,3714
Delta Air Lines,United States,London,United Kingdom,London Heathrow Airport,LHR,51.4706,-0.461941,Los Angeles,United States,Los Angeles International Airport,LAX,33.94250107,-118.4079971,507,3484
Delta Air Lines,United States,London,United Kingdom,London Heathrow Airport,LHR,51.4706,-0.461941,Miami,United States,Miami International Airport,MIA,25.79319953918457,-80.29060363769531,507,3576
Delta Air Lines,United States,London,United Kingdom,London Heathrow Airport,LHR,51.4706,-0.461941,Chicago,United States,Chicago O'Hare International Airport,ORD,41.97859955,-87.90480042,507,3830
Delta Air Lines,United States,London,United Kingdom,London Heathrow Airport,LHR,51.4706,-0.461941,San Francisco,United States,San Francisco International Airport,SFO,37.61899948120117,-122.375,507,3469
Delta Air Lines,United States,Little Rock,United States,Bill & Hillary Clinton National Airport/Adams Field,LIT,34.729400634799994,-92.2242965698,Detroit,United States,Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,3660,3645
Delta Air Lines,United States,Lincoln,United States,Lincoln Airport,LNK,40.85100173950195,-96.75920104980467,Minneapolis,United States,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,44.8819999695,-93.2218017578,3543,3858
Delta Air Lines,United States,La Crosse,United States,La Crosse Municipal Airport,LSE,43.879002,-91.256699,Minneapolis,United States,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,44.8819999695,-93.2218017578,4044,3858
Delta Air Lines,United States,Lusaka,Zambia,Kenneth Kaunda International Airport Lusaka,LUN,-15.3308000565,28.4526004791,Amsterdam,Netherlands,Amsterdam Airport Schiphol,AMS,52.3086013794,4.763889789579999,907,580
Delta Air Lines,United States,Lewiston,United States,Lewiston Nez Perce County Airport,LWS,46.3745002746582,-117.01499938964844,Salt Lake City,United States,Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,3945,3536
